"CUSIP.NO";"X";"ISSUER.NAME";"ISSUER.DESCRIPTION";"STATUS"
"862121 90 0";"";"STORE CAP CORP";"CALL";""
"862121 95 0";"";"STORE CAP CORP";"PUT";""
"86272A 20 6";"";"STRATA SKIN SCIENCES INC";"COM NEW";""
"86272C 10 3";"*";"STRATEGIC ED INC";"COM";" "
"86272C 90 3";"";"STRATEGIC ED INC";"CALL";" "
"86272C 95 3";"";"STRATEGIC ED INC";"PUT";" "
"86280R 10 0";"*";"STRATEGY SHS";"US MKT ROTON ETF";" "
"86280R 90 0";"";"STRATEGY SHS";"CALL";" "
"86280R 95 0";"";"STRATEGY SHS";"PUT";" "
"86280R 20 9";"*";"STRATEGY SHS";"ECOLOGCL STRATGY";" "
"86280R 90 9";"";"STRATEGY SHS";"CALL";" "
"86280R 95 9";"";"STRATEGY SHS";"PUT";" "
"86280R 50 6";"";"STRATEGY SHS";"NS 7HANDL IDX";" "
"863111 10 0";"";"STRATTEC SEC CORP";"COM";" "
"863167 20 1";"";"STRATUS PPTYS INC";"COM NEW";" "
"86323X 10 6";"*";"STREAMLINE HEALTH SOLUTIONS";"COM";" "
"86323X 90 6";"";"STREAMLINE HEALTH SOLUTIONS";"CALL";" "
"86323X 95 6";"";"STREAMLINE HEALTH SOLUTIONS";"PUT";" "
"863418 10 9";"";"STRONGVEST ETF TR";"CWA INCOME";" "
"863667 10 1";"*";"STRYKER CORP";"COM";" "
"863667 90 1";"";"STRYKER CORP";"CALL";" "
"863667 95 1";"";"STRYKER CORP";"PUT";" "
"86389T 10 6";"";"STUDIO CITY INTL HLDGS LTD";"SPON ADS";" "
"864159 10 8";"*";"STURM RUGER & CO INC";"COM";" "
"864159 90 8";"";"STURM RUGER & CO INC";"CALL";" "
"864159 95 8";"";"STURM RUGER & CO INC";"PUT";" "
"864482 10 4";"*";"SUBURBAN PROPANE PARTNERS L";"UNIT LTD PARTN";" "
"864482 90 4";"";"SUBURBAN PROPANE PARTNERS L";"CALL";" "
"864482 95 4";"";"SUBURBAN PROPANE PARTNERS L";"PUT";" "
"86562M 20 9";"*";"SUMITOMO MITSUI FINL GROUP I";"SPONSORED ADR";" "
"86562M 90 9";"";"SUMITOMO MITSUI FINL GROUP I";"CALL";" "
"86562M 95 9";"";"SUMITOMO MITSUI FINL GROUP I";"PUT";" "
"865646 10 3";"";"SUMMER INFANT INC";"COM";" "
"86606G 10 1";"";"SUMMIT FINANCIAL GROUP INC";"COM";" "
"866082 10 0";"*";"SUMMIT HOTEL PPTYS INC";"COM";" "
"866082 90 0";"";"SUMMIT HOTEL PPTYS INC";"CALL";" "
"866082 95 0";"";"SUMMIT HOTEL PPTYS INC";"PUT";" "
"86614U 10 0";"*";"SUMMIT MATLS INC";"CL A";""
"86614U 90 0";"";"SUMMIT MATLS INC";"CALL";""
"86614U 95 0";"";"SUMMIT MATLS INC";"PUT";""
"866142 10 2";"*";"SUMMIT MIDSTREAM PARTNERS LP";"COM UNIT LTD";""
"866142 90 2";"";"SUMMIT MIDSTREAM PARTNERS LP";"CALL";""
"866142 95 2";"";"SUMMIT MIDSTREAM PARTNERS LP";"PUT";""
"866264 20 3";"";"SUMMIT ST BK SANTA ROSA CALI";"COM";""
"86627R 10 2";"*";"SUMMIT THERAPEUTICS PLC";"SPONS ADS";""
"86627R 90 2";"";"SUMMIT THERAPEUTICS PLC";"CALL";""
"86627R 95 2";"";"SUMMIT THERAPEUTICS PLC";"PUT";""
"86633R 10 4";"";"SUMMIT WIRELESS TECHNLGIES I";"COM";""
"866674 10 4";"*";"SUN CMNTYS INC";"COM";""
"866674 90 4";"";"SUN CMNTYS INC";"CALL";""
"866674 95 4";"";"SUN CMNTYS INC";"PUT";""
"866796 10 5";"*";"SUN LIFE FINL INC";"COM";""
"866796 90 5";"";"SUN LIFE FINL INC";"CALL";""
"866796 95 5";"";"SUN LIFE FINL INC";"PUT";""
"866942 10 5";"*";"SUN HYDRAULICS CORP";"COM";"DELETED"
"866942 90 5";"";"SUN HYDRAULICS CORP";"CALL";"DELETED"
"866942 95 5";"";"SUN HYDRAULICS CORP";"PUT";"DELETED"
"86722A 10 3";"*";"SUNCOKE ENERGY INC";"COM";""
"86722A 90 3";"";"SUNCOKE ENERGY INC";"CALL";""
"86722A 95 3";"";"SUNCOKE ENERGY INC";"PUT";""
"86722Y 10 1";"*";"SUNCOKE ENERGY PARTNERS L P";"COMUNIT REP LT";"DELETED"
"86722Y 90 1";"";"SUNCOKE ENERGY PARTNERS L P";"CALL";"DELETED"
"86722Y 95 1";"";"SUNCOKE ENERGY PARTNERS L P";"PUT";"DELETED"
"867224 10 7";"*";"SUNCOR ENERGY INC NEW";"COM";""
"867224 90 7";"";"SUNCOR ENERGY INC NEW";"CALL";""
"867224 95 7";"";"SUNCOR ENERGY INC NEW";"PUT";""
"86724Y 10 9";"";"SUNDANCE ENERGY AUSTRALIA LT";"SPONSORED ADS";""
"867328 70 0";"*";"SUNESIS PHARMACEUTICALS INC";"COM PAR";""
"867328 90 0";"";"SUNESIS PHARMACEUTICALS INC";"CALL";""
"867328 95 0";"";"SUNESIS PHARMACEUTICALS INC";"PUT";""
"86737U 10 2";"";"SUNLINK HEALTH SYSTEMS INC";"COM";""
"86740P 10 8";"";"SUNLANDS TECHNOLOGY GROUP";"ADS";" "
"8676EP 10 8";"*";"SUNOPTA INC";"COM";" "
"8676EP 90 8";"";"SUNOPTA INC";"CALL";" "
"8676EP 95 8";"";"SUNOPTA INC";"PUT";" "
"86765K 10 9";"*";"SUNOCO LP";"COM UT REP LP";" "
"86765K 90 9";"";"SUNOCO LP";"CALL";" "
"86765K 95 9";"";"SUNOCO LP";"PUT";" "
"867652 AJ 8";"";"SUNPOWER CORP";"DBCV  0.875% 6/0";" "
"867652 AL 3";"";"SUNPOWER CORP";"DBCV  4.000% 1/1";" "
"867652 40 6";"*";"SUNPOWER CORP";"COM";" "
"867652 90 6";"";"SUNPOWER CORP";"CALL";" "
"867652 95 6";"";"SUNPOWER CORP";"PUT";" "
"86771W 10 5";"*";"SUNRUN INC";"COM";" "
"86771W 90 5";"";"SUNRUN INC";"CALL";" "
"86771W 95 5";"";"SUNRUN INC";"PUT";" "
"867892 10 1";"*";"SUNSTONE HOTEL INVS INC NEW";"COM";" "
"867892 90 1";"";"SUNSTONE HOTEL INVS INC NEW";"CALL";" "
"867892 95 1";"";"SUNSTONE HOTEL INVS INC NEW";"PUT";" "
"867914 10 3";"*";"SUNTRUST BKS INC";"COM";" "
"867914 90 3";"";"SUNTRUST BKS INC";"CALL";" "
"867914 95 3";"";"SUNTRUST BKS INC";"PUT";" "
"867931 60 2";"";"SUPERCONDUCTOR TECHNOLOGIES";"COM PAR NEW";" "
"86803X 10 5";"*";"SUNWORKS INC";"COM";" "
"86803X 90 5";"";"SUNWORKS INC";"CALL";" "
"86803X 95 5";"";"SUNWORKS INC";"PUT";" "
"86804F 20 2";"";"SUPER LEAGUE GAMING INC";"COM";" "
"868153 10 7";"";"SUPERIOR DRILLING PRODS INC";"COM";" "
"868157 10 8";"*";"SUPERIOR ENERGY SVCS INC";"COM";" "
"868157 90 8";"";"SUPERIOR ENERGY SVCS INC";"CALL";" "
"868157 95 8";"";"SUPERIOR ENERGY SVCS INC";"PUT";" "
"868168 10 5";"*";"SUPERIOR INDS INTL INC";"COM";" "
"868168 90 5";"";"SUPERIOR INDS INTL INC";"CALL";" "
"868168 95 5";"";"SUPERIOR INDS INTL INC";"PUT";" "
"868358 10 2";"*";"SUPERIOR GRP OF COMPANIES IN";"COM";" "
"868358 90 2";"";"SUPERIOR GRP OF COMPANIES IN";"CALL";" "
"868358 95 2";"";"SUPERIOR GRP OF COMPANIES IN";"PUT";" "
"868459 AD 0";"";"SUPERNUS PHARMACEUTICALS INC";"NOTE  0.625% 4/0";" "
"868459 10 8";"*";"SUPERNUS PHARMACEUTICALS INC";"COM";" "
"868459 90 8";"";"SUPERNUS PHARMACEUTICALS INC";"CALL";" "
"868459 95 8";"";"SUPERNUS PHARMACEUTICALS INC";"PUT";" "
"86858W 20 0";"*";"SUPPORT COM INC";"COM NEW";" "
"86858W 90 0";"";"SUPPORT COM INC";"CALL";" "
"86858W 95 0";"";"SUPPORT COM INC";"PUT";" "
"86877M 20 9";"";"SURFACE ONCOLOGY INC";"COM";" "
"86881A 10 0";"*";"SURGERY PARTNERS INC";"COM";" "
"86881A 90 0";"";"SURGERY PARTNERS INC";"CALL";" "
"86881A 95 0";"";"SURGERY PARTNERS INC";"PUT";" "
"868873 10 0";"*";"SURMODICS INC";"COM";" "
"868873 90 0";"";"SURMODICS INC";"CALL";" "
"868873 95 0";"";"SURMODICS INC";"PUT";" "
"869367 10 2";"";"SUTRO BIOPHARMA INC";"COM";" "
"86959K 10 5";"*";"SUZANO SA";"SPON ADS";" "
"86959K 90 5";"";"SUZANO SA";"CALL";" "
"86959K 95 5";"";"SUZANO SA";"PUT";" "
"870297 19 9";"";"SWEDISH EXPT CR CORP";"MLCX BIO ETN23";" "
"870297 21 5";"*";"SWEDISH EXPT CR CORP";"MLCX GRN ETN23";" "
"870297 90 5";"";"SWEDISH EXPT CR CORP";"CALL";" "
"870297 95 5";"";"SWEDISH EXPT CR CORP";"PUT";" "
"870297 30 6";"*";"SWEDISH EXPT CR CORP";"RG ENRGY ETN22";" "
"870297 90 6";"";"SWEDISH EXPT CR CORP";"CALL";" "
"870297 95 6";"";"SWEDISH EXPT CR CORP";"PUT";" "
"870297 40 5";"";"SWEDISH EXPT CR CORP";"RG METAL ETN22";" "
"870297 50 4";"";"SWEDISH EXPT CR CORP";"ELEMENT USETN22";" "
"870297 60 3";"*";"SWEDISH EXPT CR CORP";"ROG AGRI ETN22";" "
"870297 90 3";"";"SWEDISH EXPT CR CORP";"CALL";" "
"870297 95 3";"";"SWEDISH EXPT CR CORP";"PUT";" "
"870297 80 1";"*";"SWEDISH EXPT CR CORP";"ROG TTL ETN 22";" "
"870297 90 1";"";"SWEDISH EXPT CR CORP";"CALL";" "
"870297 95 1";"";"SWEDISH EXPT CR CORP";"PUT";" "
"870875 10 1";"";"SWISS HELVETIA FD INC";"COM";" "
"87105L 10 4";"*";"SWITCH INC";"CL A";" "
"87105L 90 4";"";"SWITCH INC";"CALL";" "
"87105L 95 4";"";"SWITCH INC";"PUT";" "
"871237 10 3";"*";"SYKES ENTERPRISES INC";"COM";" "
"871237 90 3";"";"SYKES ENTERPRISES INC";"CALL";" "
"871237 95 3";"";"SYKES ENTERPRISES INC";"PUT";" "
"871503 10 8";"*";"SYMANTEC CORP";"COM";" "
"871503 90 8";"";"SYMANTEC CORP";"CALL";" "
"871503 95 8";"";"SYMANTEC CORP";"PUT";" "
"871561 10 6";"*";"SYNACOR INC";"COM";" "
"871561 90 6";"";"SYNACOR INC";"CALL";" "
"871561 95 6";"";"SYNACOR INC";"PUT";" "
"871565 10 7";"*";"SYNALLOY CP DEL";"COM";" "
"871565 90 7";"";"SYNALLOY CP DEL";"CALL";" "
"871565 95 7";"";"SYNALLOY CP DEL";"PUT";" "
"87157B AA 1";"";"SYNCHRONOSS TECHNOLOGIES INC";"NOTE  0.750% 8/1";" "
"87157B 10 3";"*";"SYNCHRONOSS TECHNOLOGIES INC";"COM";" "
"87157B 90 3";"";"SYNCHRONOSS TECHNOLOGIES INC";"CALL";" "
"87157B 95 3";"";"SYNCHRONOSS TECHNOLOGIES INC";"PUT";" "
"87157D AD 1";"";"SYNAPTICS INC";"NOTE  0.500% 6/1";" "
"87157D 10 9";"*";"SYNAPTICS INC";"COM";" "
"87157D 90 9";"";"SYNAPTICS INC";"CALL";" "
"87157D 95 9";"";"SYNAPTICS INC";"PUT";" "
"871607 10 7";"*";"SYNOPSYS INC";"COM";" "
"871607 90 7";"";"SYNOPSYS INC";"CALL";" "
"871607 95 7";"";"SYNOPSYS INC";"PUT";" "
"87161C 50 1";"*";"SYNOVUS FINL CORP";"COM NEW";" "
"87161C 90 1";"";"SYNOVUS FINL CORP";"CALL";" "
"87161C 95 1";"";"SYNOVUS FINL CORP";"PUT";" "
"87162W 10 0";"*";"SYNNEX CORP";"COM";" "
"87162W 90 0";"";"SYNNEX CORP";"CALL";" "
"87162W 95 0";"";"SYNNEX CORP";"PUT";" "
"871628 20 2";"*";"SYNTHESIS ENERGY SYS INC";"COM NEW";" "
"871628 90 2";"";"SYNTHESIS ENERGY SYS INC";"CALL";" "
"871628 95 2";"";"SYNTHESIS ENERGY SYS INC";"PUT";" "
"87164F 10 5";"*";"SYNDAX PHARMACEUTICALS INC";"COM";" "
"87164F 90 5";"";"SYNDAX PHARMACEUTICALS INC";"CALL";" "
"87164F 95 5";"";"SYNDAX PHARMACEUTICALS INC";"PUT";" "
"87164U 20 1";"";"SYNTHETIC BIOLOGICS INC";"COM NEW";" "
"87165B 10 3";"*";"SYNCHRONY FINL";"COM";" "
"87165B 90 3";"";"SYNCHRONY FINL";"CALL";" "
"87165B 95 3";"";"SYNCHRONY FINL";"PUT";" "
"871655 10 6";"*";"SYPRIS SOLUTIONS INC";"COM";" "
"871655 90 6";"";"SYPRIS SOLUTIONS INC";"CALL";" "
"871655 95 6";"";"SYPRIS SOLUTIONS INC";"PUT";" "
"87166B 10 2";"*";"SYNEOS HEALTH INC";"CL A";" "
"87166B 90 2";"";"SYNEOS HEALTH INC";"CALL";" "
"87166B 95 2";"";"SYNEOS HEALTH INC";"PUT";" "
"87166L 10 0";"";"SYNLOGIC INC";"COM";" "
"87166N 10 6";"";"SYNTAX ETF TR";"STRATIFD LRG CAP";" "
"87167A 10 3";"";"SYNTHORX INC";"COM";" "
"871829 10 7";"*";"SYSCO CORP";"COM";" "
"871829 90 7";"";"SYSCO CORP";"CALL";" "
"871829 95 7";"";"SYSCO CORP";"PUT";" "
"87184Q 10 7";"*";"SYROS PHARMACEUTICALS INC";"COM";" "
"87184Q 90 7";"";"SYROS PHARMACEUTICALS INC";"CALL";" "
"87184Q 95 7";"";"SYROS PHARMACEUTICALS INC";"PUT";" "
"871851 10 1";"*";"SYSTEMAX INC";"COM";" "
"871851 90 1";"";"SYSTEMAX INC";"CALL";" "
"871851 95 1";"";"SYSTEMAX INC";"PUT";" "
"872275 10 2";"*";"TCF FINL CORP";"COM";" "
"872275 90 2";"";"TCF FINL CORP";"CALL";" "
"872275 95 2";"";"TCF FINL CORP";"PUT";" "
"872280 10 2";"*";"TCG BDC INC";"COM";" "
"872280 90 2";"";"TCG BDC INC";"CALL";" "
"872280 95 2";"";"TCG BDC INC";"PUT";" "
"87233Q 10 8";"*";"TC PIPELINES LP";"UT COM LTD PRT";""
"87233Q 90 8";"";"TC PIPELINES LP";"CALL";""
"87233Q 95 8";"";"TC PIPELINES LP";"PUT";""
"872340 10 4";"";"TCW STRATEGIC INCOME FUND IN";"COM";""
"87236Y 10 8";"*";"TD AMERITRADE HLDG CORP";"COM";""
"87236Y 90 8";"";"TD AMERITRADE HLDG CORP";"CALL";""
"87236Y 95 8";"";"TD AMERITRADE HLDG CORP";"PUT";""
"87238Q AB 9";"";"BLACKROCK TCP CAPITAL CORP";"NOTE  5.250%12/1";""
"87238Q AD 5";"";"BLACKROCK TCP CAPITAL CORP";"NOTE  4.625% 3/0";""
"872386 10 7";"";"TESSCO TECHNOLOGIES INC";"COM";""
"87240R 10 7";"*";"TFS FINL CORP";"COM";""
"87240R 90 7";"";"TFS FINL CORP";"CALL";""
"87240R 95 7";"";"TFS FINL CORP";"PUT";""
"872438 10 6";"*";"THL CREDIT INC";"COM";""
"872438 90 6";"";"THL CREDIT INC";"CALL";""
"872438 95 6";"";"THL CREDIT INC";"PUT";""
"87244R 10 3";"";"THL CR SR LN FD";"COM";""
"872540 10 9";"*";"TJX COS INC NEW";"COM";""
"872540 90 9";"";"TJX COS INC NEW";"CALL";""
"872540 95 9";"";"TJX COS INC NEW";"PUT";""
"872590 10 4";"*";"T MOBILE US INC";"COM";""
"872590 90 4";"";"T MOBILE US INC";"CALL";""
"872590 95 4";"";"T MOBILE US INC";"PUT";""
"872625 10 8";"*";"TRC COS INC";"COM";"DELETED"
"872625 90 8";"";"TRC COS INC";"CALL";"DELETED"
"872625 95 8";"";"TRC COS INC";"PUT";"DELETED"
"87265H 10 9";"*";"TRI POINTE GROUP INC";"COM";""
"87265H 90 9";"";"TRI POINTE GROUP INC";"CALL";""
"87265H 95 9";"";"TRI POINTE GROUP INC";"PUT";""
"87265K AB 8";"";"TPG SPECIALTY LENDING INC";"NOTE  4.500%12/1";""
"87265K AD 4";"";"TPG SPECIALTY LENDING INC";"NOTE  4.500% 8/0";""
"87265K 10 2";"*";"TPG SPECIALTY LENDING INC";"COM";""
"87265K 90 2";"";"TPG SPECIALTY LENDING INC";"CALL";""
"87265K 95 2";"";"TPG SPECIALTY LENDING INC";"PUT";""
"87266C 10 9";"";"TMSR HLDG CO LTD";"COM";" "
"87266J 10 4";"*";"TPI COMPOSITES INC";"COM";" "
"87266J 90 4";"";"TPI COMPOSITES INC";"CALL";" "
"87266J 95 4";"";"TPI COMPOSITES INC";"PUT";" "
"87266M 10 7";"*";"TPG RE FIN TR INC";"COM";" "
"87266M 90 7";"";"TPG RE FIN TR INC";"CALL";" "
"87266M 95 7";"";"TPG RE FIN TR INC";"PUT";" "
"872885 20 7";"";"TSR INC";"COM";" "
"87305R AD 1";"";"TTM TECHNOLOGIES  INC";"NOTE  1.750%12/1";" "
"87305R 10 9";"*";"TTM TECHNOLOGIES  INC";"COM";" "
"87305R 90 9";"";"TTM TECHNOLOGIES  INC";"CALL";" "
"87305R 95 9";"";"TTM TECHNOLOGIES  INC";"PUT";" "
"87336U 10 5";"*";"TABLEAU SOFTWARE INC";"CL A";" "
"87336U 90 5";"";"TABLEAU SOFTWARE INC";"CALL";" "
"87336U 95 5";"";"TABLEAU SOFTWARE INC";"PUT";" "
"873379 10 1";"*";"TABULA RASA HEALTHCARE INC";"COM";" "
"873379 90 1";"";"TABULA RASA HEALTHCARE INC";"CALL";" "
"873379 95 1";"";"TABULA RASA HEALTHCARE INC";"PUT";" "
"87357P 10 0";"*";"TACTILE SYS TECHNOLOGY INC";"COM";" "
"87357P 90 0";"";"TACTILE SYS TECHNOLOGY INC";"CALL";" "
"87357P 95 0";"";"TACTILE SYS TECHNOLOGY INC";"PUT";" "
"874028 10 3";"";"TAITRON COMPONENTS INC";"CL A";" "
"87403A 10 7";"*";"TAILORED BRANDS INC";"COM";" "
"87403A 90 7";"";"TAILORED BRANDS INC";"CALL";" "
"87403A 95 7";"";"TAILORED BRANDS INC";"PUT";" "
"874036 10 6";"";"TAIWAN FD INC";"COM";" "
"874038 10 2";"";"TAIWAN LIPOSOME CO LTD";"SPONSORED ADS";" "
"874039 10 0";"*";"TAIWAN SEMICONDUCTOR MFG LTD";"SPONSORED ADS";" "
"874039 90 0";"";"TAIWAN SEMICONDUCTOR MFG LTD";"CALL";" "
"874039 95 0";"";"TAIWAN SEMICONDUCTOR MFG LTD";"PUT";" "
"874054 10 9";"*";"TAKE-TWO INTERACTIVE SOFTWAR";"COM";" "
"874054 90 9";"";"TAKE-TWO INTERACTIVE SOFTWAR";"CALL";" "
"874054 95 9";"";"TAKE-TWO INTERACTIVE SOFTWAR";"PUT";" "
"874060 20 5";"*";"TAKEDA PHARMACEUTICAL CO LTD";"SPONSORED ADS";" "
"874060 90 5";"";"TAKEDA PHARMACEUTICAL CO LTD";"CALL";""
"874060 95 5";"";"TAKEDA PHARMACEUTICAL CO LTD";"PUT";""
"87407Q 20 7";"";"TAKUNG ART CO LTD";"COM NEW";""
"874080 AB 0";"";"TAL EDUCATION GROUP";"NOTE  2.500% 5/1";"DELETED"
"874080 10 4";"*";"TAL EDUCATION GROUP";"SPONSORED ADS";""
"874080 90 4";"";"TAL EDUCATION GROUP";"CALL";""
"874080 95 4";"";"TAL EDUCATION GROUP";"PUT";""
"874224 20 7";"*";"TALEND S A";"ADS";""
"874224 90 7";"";"TALEND S A";"CALL";""
"874224 95 7";"";"TALEND S A";"PUT";""
"874696 10 7";"*";"TALLGRASS ENERGY LP";"CLASS A SHS";""
"874696 90 7";"";"TALLGRASS ENERGY LP";"CALL";""
"874696 95 7";"";"TALLGRASS ENERGY LP";"PUT";""
"87484T 10 8";"*";"TALOS ENERGY INC";"COM";""
"87484T 90 8";"";"TALOS ENERGY INC";"CALL";""
"87484T 95 8";"";"TALOS ENERGY INC";"PUT";""
"87484T 11 6";"";"TALOS ENERGY INC";"*W EXP 02/28/202";""
"875372 20 3";"*";"TANDEM DIABETES CARE INC";"COM NEW";""
"875372 90 3";"";"TANDEM DIABETES CARE INC";"CALL";""
"875372 95 3";"";"TANDEM DIABETES CARE INC";"PUT";""
"87538X 10 5";"";"TANDY LEATHER FACTORY INC";"COM";""
"875465 10 6";"*";"TANGER FACTORY OUTLET CTRS I";"COM";""
"875465 90 6";"";"TANGER FACTORY OUTLET CTRS I";"CALL";""
"875465 95 6";"";"TANGER FACTORY OUTLET CTRS I";"PUT";""
"87600U 10 4";"*";"TANZANIAN ROYALTY EXPL CORP";"COM";"DELETED"
"87600U 90 4";"";"TANZANIAN ROYALTY EXPL CORP";"CALL";"DELETED"
"87600U 95 4";"";"TANZANIAN ROYALTY EXPL CORP";"PUT";"DELETED"
"87600Y 10 6";"*";"TAOMEE HLDGS LTD";"SPONSORED ADR";"DELETED"
"87600Y 90 6";"";"TAOMEE HLDGS LTD";"CALL";"DELETED"
"87600Y 95 6";"";"TAOMEE HLDGS LTD";"PUT";"DELETED"
"87601A 10 7";"*";"TANZANIAN GOLD CORP";"COM";"ADDED"
"87601A 90 7";"";"TANZANIAN GOLD CORP";"CALL";"ADDED"
"87601A 95 7";"";"TANZANIAN GOLD CORP";"PUT";"ADDED"
"876030 10 7";"*";"TAPESTRY INC";"COM";""
"876030 90 7";"";"TAPESTRY INC";"CALL";""
"876030 95 7";"";"TAPESTRY INC";"PUT";""
"876108 10 1";"";"TARENA INTL INC";"SPONSORED ADS";""
"87612E 10 6";"*";"TARGET CORP";"COM";""
"87612E 90 6";"";"TARGET CORP";"CALL";""
"87612E 95 6";"";"TARGET CORP";"PUT";""
"87612G 10 1";"*";"TARGA RES CORP";"COM";""
"87612G 90 1";"";"TARGA RES CORP";"CALL";""
"87612G 95 1";"";"TARGA RES CORP";"PUT";""
"87615L 10 7";"";"TARGET HOSPITALITY CORP";"COM";""
"87615L 11 5";"";"TARGET HOSPITALITY CORP";"*W EXP 03/15/202";""
"876214 10 7";"";"TARONIS TECHNOLOGIES INC";"COM";""
"876511 10 6";"*";"TASEKO MINES LTD";"COM";""
"876511 90 6";"";"TASEKO MINES LTD";"CALL";""
"876511 95 6";"";"TASEKO MINES LTD";"PUT";""
"876568 50 2";"*";"TATA MTRS LTD";"SPONSORED ADR";""
"876568 90 2";"";"TATA MTRS LTD";"CALL";""
"876568 95 2";"";"TATA MTRS LTD";"PUT";""
"876664 10 3";"*";"TAUBMAN CTRS INC";"COM";""
"876664 90 3";"";"TAUBMAN CTRS INC";"CALL";""
"876664 95 3";"";"TAUBMAN CTRS INC";"PUT";""
"877163 10 5";"";"TAYLOR DEVICES INC";"COM";""
"87724P 10 6";"*";"TAYLOR MORRISON HOME CORP";"COM";""
"87724P 90 6";"";"TAYLOR MORRISON HOME CORP";"CALL";""
"87724P 95 6";"";"TAYLOR MORRISON HOME CORP";"PUT";""
"87807B 10 7";"*";"TC ENERGY CORP";"COM";"ADDED"
"87807B 90 7";"";"TC ENERGY CORP";"CALL";"ADDED"
"87807B 95 7";"";"TC ENERGY CORP";"PUT";"ADDED"
"87808K 10 6";"";"TCR2 THERAPEUTICS INC";"COM";""
"878155 AE 0";"";"TEAM INC";"NOTE  5.000% 8/0";""
"878155 10 0";"*";"TEAM INC";"COM";""
"878155 90 0";"";"TEAM INC";"CALL";""
"878155 95 0";"";"TEAM INC";"PUT";""
"87817A 10 7";"*";"TEAM HEALTH HOLDINGS INC";"COM";"DELETED"
"87817A 90 7";"";"TEAM HEALTH HOLDINGS INC";"CALL";"DELETED"
"87817A 95 7";"";"TEAM HEALTH HOLDINGS INC";"PUT";"DELETED"
"878237 10 6";"*";"TECH DATA CORP";"COM";""
"878237 90 6";"";"TECH DATA CORP";"CALL";""
"878237 95 6";"";"TECH DATA CORP";"PUT";""
"878409 10 1";"";"TECHNICAL COMMUNICATIONS COR";"COM";""
"87874R 10 0";"*";"TECHTARGET INC";"COM";""
"87874R 90 0";"";"TECHTARGET INC";"CALL";""
"87874R 95 0";"";"TECHTARGET INC";"PUT";""
"878742 20 4";"*";"TECK RESOURCES LTD";"CL B";""
"878742 90 4";"";"TECK RESOURCES LTD";"CALL";""
"878742 95 4";"";"TECK RESOURCES LTD";"PUT";""
"87876P 20 1";"";"TECOGEN INC NEW";"COM NEW";""
"87900Y AE 3";"";"TEEKAY CORPORATION";"NOTE  5.000% 1/1";"ADDED"
"87901J 10 5";"*";"TEGNA INC";"COM";""
"87901J 90 5";"";"TEGNA INC";"CALL";""
"87901J 95 5";"";"TEGNA INC";"PUT";""
"879080 10 9";"*";"TEJON RANCH CO";"COM";""
"879080 90 9";"";"TEJON RANCH CO";"CALL";""
"879080 95 9";"";"TEJON RANCH CO";"PUT";""
"879105 10 4";"";"TEKLA HEALTHCARE OPPORTUNIT";"SHS";""
"87911J 10 3";"";"TEKLA HEALTHCARE INVS";"SH BEN INT";""
"87911K 10 0";"";"TEKLA LIFE SCIENCES INVS";"SH BEN INT";""
"87911L 10 8";"";"TEKLA WORLD HEALTHCARE FD";"BEN INT SHS";""
"87918A AB 1";"";"TELADOC HEALTH INC";"NOTE  3.000%12/1";""
"87918A AC 9";"";"TELADOC HEALTH INC";"NOTE  1.375% 5/1";"ADDED"
"87918A 10 5";"*";"TELADOC HEALTH INC";"COM";""
"87918A 90 5";"";"TELADOC HEALTH INC";"CALL";""
"87918A 95 5";"";"TELADOC HEALTH INC";"PUT";""
"879181 10 5";"*";"TELARIA INC";"COM";""
"879181 90 5";"";"TELARIA INC";"CALL";""
"879181 95 5";"";"TELARIA INC";"PUT";""
"87927Y 10 2";"*";"TELECOM ITALIA S P A NEW";"SPON ADR ORD";""
"87927Y 90 2";"";"TELECOM ITALIA S P A NEW";"CALL";""
"87927Y 95 2";"";"TELECOM ITALIA S P A NEW";"PUT";" "
"87927Y 20 1";"";"TELECOM ITALIA S P A NEW";"SPON ADR SVGS";" "
"879273 20 9";"*";"TELECOM ARGENTINA S A";"SPON ADR REP B";" "
"879273 90 9";"";"TELECOM ARGENTINA S A";"CALL";" "
"879273 95 9";"";"TELECOM ARGENTINA S A";"PUT";" "
"87936R 10 6";"*";"TELEFONICA BRASIL SA";"SPONSORED ADR";" "
"87936R 90 6";"";"TELEFONICA BRASIL SA";"CALL";" "
"87936R 95 6";"";"TELEFONICA BRASIL SA";"PUT";" "
"879360 10 5";"*";"TELEDYNE TECHNOLOGIES INC";"COM";" "
"879360 90 5";"";"TELEDYNE TECHNOLOGIES INC";"CALL";" "
"879360 95 5";"";"TELEDYNE TECHNOLOGIES INC";"PUT";" "
"879369 10 6";"*";"TELEFLEX INC";"COM";" "
"879369 90 6";"";"TELEFLEX INC";"CALL";" "
"879369 95 6";"";"TELEFLEX INC";"PUT";" "
"879382 20 8";"*";"TELEFONICA S A";"SPONSORED ADR";" "
"879382 90 8";"";"TELEFONICA S A";"CALL";" "
"879382 95 8";"";"TELEFONICA S A";"PUT";" "
"879433 82 9";"*";"TELEPHONE & DATA SYS INC";"COM NEW";" "
"879433 90 9";"";"TELEPHONE & DATA SYS INC";"CALL";" "
"879433 95 9";"";"TELEPHONE & DATA SYS INC";"PUT";" "
"879455 10 3";"*";"TELENAV INC";"COM";" "
"879455 90 3";"";"TELENAV INC";"CALL";" "
